"QLogin_1","Item","Segmented","lines","response_num","response","J1_Rating","J2_Rating","J3_Rating","J4_Rating"
"DH4EoL1H","paperclip","segmented",5,1,"Keep documents together.",1,1,1,1
"88ft50be","paperclip","segmented",15,4,"keep necklace closed",4,2,2,2
"88ft50be","paperclip","segmented",15,1,"keep papers together",1,1,1,1
"A2I3zLm4","paperclip","segmented",15,3,"Keep papers together",1,1,1,1
"BJx2mO6R","paperclip","segmented",15,5,"keep papers together",1,1,1,1
"fpSd88hY","paperclip","segmented",5,1,"keep papers together",1,1,1,1
"r239i5kp","paperclip","unsegmented",10,1,"Keep papers together",1,1,1,1
"dmIgzB0X","paperclip","unsegmented",5,7,"keeping craft supplies together",2,2,1,1
"dmIgzB0X","paperclip","unsegmented",5,1,"Keeping paper together",1,1,1,1
"b52wN2J4","paperclip","segmented",10,3,"key",3,3,1,1
"F3E7d323","paperclip","segmented",15,2,"key",3,3,1,1
"7Ax9AeZ2","paperclip","segmented",10,4,"key chain",4,4,1,1
"8exnS05w","paperclip","segmented",10,6,"key chain",4,4,1,1
"BaQk6mT1","paperclip","unsegmented",5,3,"key ring",4,4,1,1
"UUCR5rl5","paperclip","unsegmented",10,2,"keyholder",4,4,1,1
"D51VgBRW","paperclip","unsegmented",15,5,"keyring",4,4,1,1
"iC3RI2p2","paperclip","segmented",5,1,"Keyring",4,4,1,1
"4adIFJkZ","paperclip","unsegmented",10,1,"latches together papers",1,1,1,1
"o72ZrbMG","paperclip","unsegmented",5,6,"link together to make a bracelet ",4,2,2,2
"P3oBZCkA","paperclip","segmented",15,6,"linking a broken chain or necklace",4,2,2,2
"P3oBZCkA","paperclip","segmented",15,2,"linking two objects together such as keys",4,2,1,1
"B2edM796","paperclip","segmented",5,2,"Lock jimmy",3,3,1,2
"3fDKk8eo","paperclip","segmented",10,1,"lock pick",3,3,1,2
"7hi72B6r","paperclip","unsegmented",15,3,"lock pick",3,3,1,2
"88ft50be","paperclip","segmented",15,9,"lock pick",3,3,1,2
"989BoJRx","paperclip","unsegmented",5,1,"Lock Pick",3,3,1,2
"ec4h4OE3","paperclip","segmented",10,1,"Lock pick",3,3,1,2
"FdOMf9nm","paperclip","segmented",15,1,"Lock pick",3,3,1,2
"HcYiggdZ","paperclip","unsegmented",10,1,"lock pick",3,3,1,2
"iAmxL5kV","paperclip","segmented",5,3,"lock pick",3,3,1,2
"n0jCAZ1s","paperclip","segmented",5,3,"Lock pick",3,3,1,2
"O3A01apk","paperclip","unsegmented",5,1,"Lock pick",3,3,1,2
"omDXbFdx","paperclip","unsegmented",5,1,"lock pick",3,3,1,2
"Zkew908t","paperclip","segmented",5,2,"lock pick",3,3,1,2
"bcAU0643","paperclip","segmented",15,1,"Lock pick if straitened ",3,3,1,2
"uirMt5sS","paperclip","unsegmented",15,3,"Lock pick tool",3,3,1,2
"2vKh22Tq","paperclip","unsegmented",15,1,"lock picker",3,3,1,2
"4RcV7Sp1","paperclip","unsegmented",5,1,"lock picker",3,3,1,2
"8exnS05w","paperclip","segmented",10,2,"lock picker",3,3,1,2
"714kNX5M","paperclip","segmented",5,3,"lockpick",3,3,1,2
"K4mPL0l6","paperclip","unsegmented",10,1,"lockpick",3,3,1,2
"KmUX88nb","paperclip","unsegmented",5,2,"lockpick",3,3,1,2
"o65EfhY5","paperclip","segmented",10,3,"lockpick",3,3,1,2
"y86m7fS0","paperclip","segmented",10,2,"lockpick",3,3,1,2
"4adIFJkZ","paperclip","unsegmented",10,3,"made into a lockpick",3,3,1,2
"4e855288","paperclip","unsegmented",15,4,"magnet",4,2,3,1
"5vOtwDx3","paperclip","segmented",15,5,"make a chain",3,2,1,1
"A2I3zLm4","paperclip","segmented",15,4,"Make a chain",3,2,1,1
"FQfN6485","paperclip","segmented",15,5,"make a chain",3,2,1,1
"VRjUpNjw","paperclip","segmented",5,3,"make a chandelier",5,3,3,2
"ib5Yvt55","paperclip","segmented",5,3,"make a cheap ring",4,3,2,2
"AjzQ485d","paperclip","segmented",5,4,"make a circle and wear",4,2,2,1
"UUx7idJG","paperclip","segmented",15,4,"make a holder for a little paper sign",2,2,5,2
"7W51SJ6r","paperclip","unsegmented",15,2,"Make a little paperclip person",5,2,4,2
"IJcWIf8K","paperclip","segmented",5,5,"make a makeshift zipper ",4,4,3,2
"Jc1pC053","paperclip","unsegmented",10,3,"Make a mini mobile",5,2,3,1
"435BgI61","paperclip","unsegmented",15,1,"Make a necklace",4,2,1,2
"nStEJbi0","paperclip","unsegmented",15,3,"Make a necklace",4,2,1,2
"r239i5kp","paperclip","unsegmented",10,3,"make a necklace",4,2,1,2
"VRjUpNjw","paperclip","segmented",5,4,"make a necklace",4,2,1,2
"Y25HD9n2","paperclip","unsegmented",5,4,"make a paperclip chain",3,2,1,1
"25D5c5m2","paperclip","segmented",10,1,"make a pinwheel with a sheet of notebook paper and a pencil",5,5,3,2
"128l3MK0","paperclip","unsegmented",15,6,"make a spring",4,5,4,2
"LN1p6396","paperclip","unsegmented",5,4,"make a spring",4,5,4,2
"5spKk965","paperclip","segmented",5,2,"Make a stick figure",5,2,3,2
"128l3MK0","paperclip","unsegmented",15,5,"make art",3,3,2,1
"6gNs42nt","paperclip","segmented",15,6,"make child's necklace (with several)",4,2,1,2
"7W51SJ6r","paperclip","unsegmented",15,3,"Make designs with spraypaint",5,3,3,2
"mmD57gcr","paperclip","segmented",10,6,"make earrings ",4,3,2,2
"fpSd88hY","paperclip","segmented",5,2,"make little animal figures with them",5,2,3,2
"1zNzBi5Y","paperclip","unsegmented",10,1,"make paperclip man out of it",5,2,3,2
"iVOZgWb9","paperclip","segmented",15,3,"Make Toys ",5,2,2,1
"A2I3zLm4","paperclip","segmented",15,6,"Make wire art",3,3,2,1
"iC3RI2p2","paperclip","segmented",5,11,"makeshift twisty tie",4,3,2,1
"jC6kp1W5","paperclip","segmented",5,2,"making a chain",3,2,1,1
"jC6kp1W5","paperclip","segmented",5,4,"making arts and crafts",3,3,1,1
"dmIgzB0X","paperclip","unsegmented",5,6,"making jewelry",4,3,1,1
"jC6kp1W5","paperclip","segmented",5,3,"making jewelry",4,3,1,1
"l976kyQ1","paperclip","segmented",10,4,"memo hanger",2,2,2,1
"X5hX4YgF","paperclip","unsegmented",15,2,"metal",1,1,1,1
"0vNR3LcA","paperclip","unsegmented",5,7,"metal wire",1,3,1,1
"UUCR5rl5","paperclip","unsegmented",10,5,"minature sign holder",2,2,3,2
"HcYiggdZ","paperclip","unsegmented",10,3,"miniature screw driver (if tine is flattened)",3,4,3,2
"FdOMf9nm","paperclip","segmented",15,5,"miniature slingshot ",5,4,3,2
"uirMt5sS","paperclip","unsegmented",15,4,"multi-purpose tool",3,2,2,1
"zI5OmzVB","paperclip","segmented",10,5,"nail",NA,3,2,1
"88ft50be","paperclip","segmented",15,8,"nail art dotting tool",4,3,3,2
"zI5OmzVB","paperclip","segmented",10,2,"nail tip cleaner",1,3,1,2
"K4mPL0l6","paperclip","unsegmented",10,4,"nail/staple",NA,3,2,1
"1t6sPcAP","paperclip","segmented",15,1,"Necklace",4,2,1,2
"4e855288","paperclip","unsegmented",15,5,"necklace",4,2,1,2
"7Lo5m3w8","paperclip","unsegmented",15,4,"necklace",4,2,1,2
"l976kyQ1","paperclip","segmented",10,2,"necklace",4,2,1,2
"Lec2y841","paperclip","segmented",15,7,"necklace",4,2,1,2
"n0jCAZ1s","paperclip","segmented",5,1,"Necklace",4,2,1,2
"Rl8IcXro","paperclip","segmented",15,1,"necklace",4,2,1,2
"w2E2r112","paperclip","segmented",5,1,"Necklace",4,2,1,2
"UBQmBIzL","paperclip","unsegmented",5,1,"No idea",1,1,NA,1
"3fDKk8eo","paperclip","segmented",10,8,"nose picker",1,2,4,2
"P3oBZCkA","paperclip","segmented",15,4,"one end can be used to clean out cticles",1,3,2,2
"P3oBZCkA","paperclip","segmented",15,5,"one end can be used to clean out finger nails",1,3,2,2
"A2I3zLm4","paperclip","segmented",15,1,"Open a lock",3,3,1,2
"mmD57gcr","paperclip","segmented",10,2,"open a lock",3,3,1,2
"yi89Nvu5","paperclip","unsegmented",10,3,"Open a lock",3,3,1,2
"vLu5G9ae","paperclip","unsegmented",5,5,"open locked doors",3,NA,1,2
"KrS6IRo8","paperclip","segmented",5,3,"open unresponsive disc drives",5,3,2,2
"Y25HD9n2","paperclip","unsegmented",5,6,"open up a locked door knob.",3,3,1,2
"Y25HD9n2","paperclip","unsegmented",5,5,"open up a stuck CD draw in a computer",5,3,2,2
"184nBf5b","paperclip","unsegmented",5,2,"open Xbox 360 tray when jammed",5,3,2,2
"dmIgzB0X","paperclip","unsegmented",5,2,"opening a lock",3,3,1,2
"nNBNu992","paperclip","segmented",5,2,"opening a lock ",3,3,1,2
"f9V6xJEO","paperclip","segmented",15,2,"opening locks",3,3,1,2
"iC3RI2p2","paperclip","segmented",5,10,"organize office",1,2,2,2
"1t6sPcAP","paperclip","segmented",15,3,"Organizer",1,2,2,1
"4e855288","paperclip","unsegmented",15,1,"Organizer",1,2,2,1
"G63FgMsT","paperclip","unsegmented",10,4,"ornament",3,3,1,1
"Rl8IcXro","paperclip","segmented",15,2,"ornament hanger",4,3,1,2
"yi89Nvu5","paperclip","unsegmented",10,5,"ornament hanger",4,3,1,2
"EqZE362k","paperclip","unsegmented",15,5,"ornament holder",4,3,1,2
"G63FgMsT","paperclip","unsegmented",10,7,"ornament holder for xmas tree",4,3,1,2
"b52wN2J4","paperclip","segmented",10,4,"ornament hook",4,3,1,2
"RnAQze77","paperclip","segmented",15,6,"ornimate holder",4,3,1,2
"O3A01apk","paperclip","unsegmented",5,9,"Paint art tool",4,4,2,2
"yi89Nvu5","paperclip","unsegmented",10,6,"paint spreader",4,4,2,2
"zI5OmzVB","paperclip","segmented",10,3,"pants clip",4,3,2,2
"3vBR15MO","paperclip","unsegmented",5,5,"Paper Clip Necklace",4,2,1,1
"uoqxFua9","paperclip","unsegmented",10,2,"paper clip necklace",4,2,1,1
"iAmxL5kV","paperclip","segmented",5,1,"paper holder",1,1,1,1
"Lec2y841","paperclip","segmented",15,3,"paper weight",4,2,2,1
"B2edM796","paperclip","segmented",5,3,"paperclip",1,1,1,1
"RnAQze77","paperclip","segmented",15,1,"Paperclip",1,1,1,1
"Bn3F7OK4","paperclip","unsegmented",10,1,"paperclip can be used as a toothpick",1,3,2,2
"0vNR3LcA","paperclip","unsegmented",5,4,"paperclip necklace",4,2,1,2
"0vNR3LcA","paperclip","unsegmented",5,1,"Paperclip rope",3,3,1,1
"O9vSup0D","paperclip","unsegmented",5,1,"Paperclips can be used to organize stacks of differing information",1,1,1,1
"D51VgBRW","paperclip","unsegmented",15,1,"paperweight",4,2,2,1
"7Ax9AeZ2","paperclip","segmented",10,5,"pendant",4,2,1,2
"C0fi1Rtn","paperclip","segmented",15,1,"Pick a door knob ",3,3,1,2
"435BgI61","paperclip","unsegmented",15,2,"pick a lock",3,3,1,2
"55L6Wwjn","paperclip","segmented",10,3,"pick a lock",3,3,1,2
"5spKk965","paperclip","segmented",5,1,"Pick a lock",3,3,1,2
"7Gm32lak","paperclip","unsegmented",5,1,"pick a lock",3,3,1,2
"7TsEhr8Z","paperclip","segmented",5,2,"Pick a lock",3,3,1,2
"7W51SJ6r","paperclip","unsegmented",15,1,"Pick a lock",3,3,1,2
"G1u8Znj3","paperclip","unsegmented",10,1,"pick a lock",3,3,1,2
"j2pr9SC4","paperclip","segmented",15,1,"pick a lock",3,3,1,2
"LN1p6396","paperclip","unsegmented",5,2,"pick a lock",3,3,1,2
"uoqxFua9","paperclip","unsegmented",10,3,"pick a lock",3,3,1,2
"w2E2r112","paperclip","segmented",5,2,"pick a lock",3,3,1,2
"W8K1dDJu","paperclip","segmented",15,1,"pick a lock",3,3,1,2
"WEM1cAry","paperclip","unsegmented",15,1,"pick a lock",3,3,1,2
"6xuQ1Z9X","paperclip","segmented",15,3,"pick locks",3,3,1,2
"iVOZgWb9","paperclip","segmented",15,2,"Pick Locks",3,3,1,2
"A2I3zLm4","paperclip","segmented",15,2,"Pick your teeth",1,3,2,2
"7hi72B6r","paperclip","unsegmented",15,1,"picture hanger",4,4,1,2
"zI5OmzVB","paperclip","segmented",10,1,"picture holder",4,4,1,2
"9mlyecrJ","paperclip","unsegmented",5,3,"pierce a piece of paper to view solar eclipse",5,2,2,4
"CuN4odhO","paperclip","unsegmented",15,3,"piercing things",2,2,2,1
"2vKh22Tq","paperclip","unsegmented",15,3,"pin",2,2,2,1
"U4KevCk0","paperclip","unsegmented",15,2,"pin",2,2,2,1
"25D5c5m2","paperclip","segmented",10,4,"pin up the hem of your skirt",4,2,2,2
"7hi72B6r","paperclip","unsegmented",15,2,"pipe cleaner",4,3,1,2
"o72ZrbMG","paperclip","unsegmented",5,1,"pipe cleaner",4,3,1,2
"xIQ673M9","paperclip","unsegmented",5,6,"place onmatchstick, wack one end and watch fly",NA,2,3,3
"7Lo5m3w8","paperclip","unsegmented",15,5,"Plant hanger",4,3,3,2
"3fDKk8eo","paperclip","segmented",10,5,"pointer",3,4,2,1
"Dw04qHCX","paperclip","segmented",15,3,"poke a button",4,2,2,1
"LN1p6396","paperclip","unsegmented",5,3,"poke a hole in something",2,2,2,1
"tt22103X","paperclip","segmented",10,5,"Poke a hole in something",2,2,2,1
"r239i5kp","paperclip","unsegmented",10,2,"poke a hole through something",2,2,2,1
"O3A01apk","paperclip","unsegmented",5,6,"poke holes in objects",2,2,2,1
"25D5c5m2","paperclip","segmented",10,8,"poke somebody",1,2,2,1
"10z2wJHQ","paperclip","segmented",5,2,"Poke something clogged",2,2,2,1
"G1u8Znj3","paperclip","unsegmented",10,3,"poke things",2,2,2,1
"3fDKk8eo","paperclip","segmented",10,2,"poke your eye out",1,2,2,1
"D51VgBRW","paperclip","unsegmented",15,4,"poker",2,2,2,1
"v913q7UQ","paperclip","unsegmented",15,4,"Pokes holes",2,2,2,1
"P3oBZCkA","paperclip","segmented",15,7,"poking end of smalll objects to get them out of cracks",2,2,2,1
"CuN4odhO","paperclip","unsegmented",15,4,"poking things",2,2,2,1
"n0jCAZ1s","paperclip","segmented",5,9,"Pon",NA,NA,2,1
"f9V6xJEO","paperclip","segmented",15,4,"pressing reset button on computer",5,NA,2,2
"g5uvlF2v","paperclip","segmented",5,4,"pull hair back like a barrette ",3,3,2,2
"dmIgzB0X","paperclip","unsegmented",5,3,"pulling hair out of your face",2,3,2,2
"vLu5G9ae","paperclip","unsegmented",5,2,"punch small holes in paper",2,NA,2,1
"77sZintI","paperclip","unsegmented",15,5,"puncturing something",2,2,2,1
"Ccn6Y56v","paperclip","unsegmented",10,4,"push in a reset button ",5,4,2,2
"iC3RI2p2","paperclip","segmented",5,4,"push pin",2,3,2,1
"4RcV7Sp1","paperclip","unsegmented",5,10,"push r",5,NA,2,NA
"0vNR3LcA","paperclip","unsegmented",5,6,"push reset button",5,4,2,2
"IJcWIf8K","paperclip","segmented",5,1,"push reset button",5,4,2,2
"6gNs42nt","paperclip","segmented",15,3,"push the 'reset' button on the back of an Android tablet",5,4,2,2
"435BgI61","paperclip","unsegmented",15,6,"push the button to change the time on a clock",5,4,2,2
"mmD57gcr","paperclip","segmented",10,4,"put cloth together ",2,3,2,1
"mmD57gcr","paperclip","segmented",10,1,"put papers together",1,1,1,1
"435BgI61","paperclip","unsegmented",15,4,"put your hair up",3,3,2,2
"dmIgzB0X","paperclip","unsegmented",5,9,"putting up christmas lights",4,4,2,2
"5vOtwDx3","paperclip","segmented",15,3,"q-tip",4,3,2,2
"7W51SJ6r","paperclip","unsegmented",15,4,"Reminder to put on fing",NA,NA,3,1
"IJcWIf8K","paperclip","segmented",5,3,"remove staples",3,4,3,2
"88ft50be","paperclip","segmented",15,6,"repair tear in clothing",4,3,2,2
"6gNs42nt","paperclip","segmented",15,4,"replace the earpiece screw on glasses until getting them fixed",4,3,3,2
"o65EfhY5","paperclip","segmented",10,2,"replacent link in chain",3,3,2,1
"BaQk6mT1","paperclip","unsegmented",5,4,"reset",NA,4,2,1
"25D5c5m2","paperclip","segmented",10,5,"reset an electronic device",5,4,2,2
"t8r41bz3","paperclip","unsegmented",10,2,"Reset button enabler on electronics",5,4,2,2
"euaMDyU7","paperclip","segmented",15,5,"reset button pusher",5,4,2,2
"tt22103X","paperclip","segmented",10,2,"Reset electronic device",5,4,2,2
"iAmxL5kV","paperclip","segmented",5,2,"reset electronics",5,4,2,2
"C0fi1Rtn","paperclip","segmented",15,3,"Resetting electronics ( small buttons)",5,4,2,2
"IT6ztEpf","paperclip","segmented",15,3,"Retreive CD from stuck disk drive",5,3,2,2
"G63FgMsT","paperclip","unsegmented",10,5,"ring",4,3,2,2
"UUCR5rl5","paperclip","unsegmented",10,8,"ring",4,3,2,2
"ZF13l8N3","paperclip","unsegmented",5,2,"ring",4,3,2,2
"zI5OmzVB","paperclip","segmented",10,7,"ring",4,3,2,2
"KmUX88nb","paperclip","unsegmented",5,3,"rip holder togetherer",NA,2,2,2
"VRjUpNjw","paperclip","segmented",5,7,"roast mar",NA,NA,2,1
"7Ax9AeZ2","paperclip","segmented",10,2,"ruler",1,3,4,2
"8exnS05w","paperclip","segmented",10,3,"safety pin",2,3,2,1
"uoqxFua9","paperclip","unsegmented",10,4,"save your place in a book",1,4,2,1
"B2edM796","paperclip","segmented",5,4,"science project",4,3,2,1
"UUx7idJG","paperclip","segmented",15,8,"scra",NA,NA,NA,1
"dmIgzB0X","paperclip","unsegmented",5,5,"scraping off residue from something",2,3,2,1
"CuN4odhO","paperclip","unsegmented",15,2,"scraping resin from a pipe",3,3,2,1
"A2I3zLm4","paperclip","segmented",15,5,"Scratch graffitti",3,3,3,2
"v913q7UQ","paperclip","unsegmented",15,5,"Scratch initials in trees of bathroom stalls or walls",5,3,3,3
"IJcWIf8K","paperclip","segmented",5,4,"scratch lotto ticket",5,3,3,2
"Dw04qHCX","paperclip","segmented",15,4,"scratch oneself",1,3,2,1
"f9V6xJEO","paperclip","segmented",15,3,"scratching surface",2,3,3,1
"U4KevCk0","paperclip","unsegmented",15,6,"scratching tool",2,3,3,1
"G63FgMsT","paperclip","unsegmented",10,2,"screw driver",3,4,3,2
"o65EfhY5","paperclip","segmented",10,4,"sculpture",4,3,2,1
"OpGVLc2i","paperclip","unsegmented",5,6,"sculpture",4,3,2,1
"omDXbFdx","paperclip","unsegmented",5,6,"sculpture media",4,3,2,1
"omDXbFdx","paperclip","unsegmented",5,5,"self defense weapon",1,2,2,1
"BJx2mO6R","paperclip","segmented",15,6,"separate paper items, in a stack ",1,2,1,1
"Ccn6Y56v","paperclip","unsegmented",10,2,"shape it into a bouncy thing",3,2,3,1
"X5hX4YgF","paperclip","unsegmented",15,3,"sharp. Soft",1,NA,NA,1
"2U79djJ6","paperclip","unsegmented",10,2,"sharpen the end to pierce an ear",1,3,3,2
"xIQ673M9","paperclip","unsegmented",5,3,"Short circuit breaker",4,4,3,2
"7Lo5m3w8","paperclip","unsegmented",15,6,"Sign post",1,2,3,1
"5vOtwDx3","paperclip","segmented",15,2,"sling shot",5,3,3,2
"ib5Yvt55","paperclip","segmented",5,4,"slingshot ammo",5,3,2,2
"omDXbFdx","paperclip","unsegmented",5,3,"slingshot weapon",5,3,3,2
"t8r41bz3","paperclip","unsegmented",10,1,"Small hole cleaner",2,3,2,1
"4adIFJkZ","paperclip","unsegmented",10,2,"small paperweight",4,2,2,1
"7Ax9AeZ2","paperclip","segmented",10,3,"sock hole temporary mender",4,NA,2,1
"O3A01apk","paperclip","unsegmented",5,10,"soldering material",4,NA,3,2
"ZF13l8N3","paperclip","unsegmented",5,4,"spring",4,3,4,1
"LUdy216o","paperclip","unsegmented",15,5,"Squeeze narrow hose",4,5,4,2
"714kNX5M","paperclip","segmented",5,7,"stabbing utensil",2,4,2,1
"jZeyKHnS","paperclip","unsegmented",5,2,"start my computer when on/off button is broken 2",5,4,2,2
"G63FgMsT","paperclip","unsegmented",10,6,"stick figure",4,3,2,1
"A2I3zLm4","paperclip","segmented",15,9,"Stick it into an eraser",3,1,2,1
"Y14N0CIL","paperclip","unsegmented",10,6,"Sting together and use as a headband",4,4,2,2
"W8K1dDJu","paperclip","segmented",15,7,"stir things",2,5,2,1
"3fPP7hT0","paperclip","unsegmented",15,2,"Straighten and use it to jimmy a lock",3,3,1,2
"Pz7sXT3I","paperclip","unsegmented",5,2,"straightened out used to open stubborn locks",3,3,1,1
"OpGVLc2i","paperclip","unsegmented",5,7,"string a bunch into a chain and wear as a necklace, bracelet or belt",4,2,2,2
"10z2wJHQ","paperclip","segmented",5,3,"String them together",3,2,1,1
"Y14N0CIL","paperclip","unsegmented",10,5,"String together and use as a dog leash",4,5,2,2
"Y14N0CIL","paperclip","unsegmented",10,4,"String together and use to display pictures",4,4,2,1
"Y14N0CIL","paperclip","unsegmented",10,3,"String together and wear as jewelry",4,2,2,1
"jhX9tFGh","paperclip","unsegmented",15,5,"string together as necklace",4,2,2,2
"vLu5G9ae","paperclip","unsegmented",5,3,"string together into a necklace",4,NA,2,2
"4RcV7Sp1","paperclip","unsegmented",5,4,"substitute safety pin",2,3,2,1
"c73oB20h","paperclip","unsegmented",10,1,"suse as a binder/connectocraper to clean cracks and edges",2,3,2,1
"HcYiggdZ","paperclip","unsegmented",10,4,"tack",2,2,2,1
"C0fi1Rtn","paperclip","segmented",15,4,"Taking out sim card ",5,3,2,2
"y86m7fS0","paperclip","segmented",10,3,"terrain in warhammer 40k game",NA,NA,5,4
"O9vSup0D","paperclip","unsegmented",5,3,"They can be used as a pin to burst objects",2,3,4,2
"O9vSup0D","paperclip","unsegmented",5,2,"They can by used to keep folders closed, yet easy to open",1,1,1,1
"omDXbFdx","paperclip","unsegmented",5,7,"tie ",2,3,2,1
"euaMDyU7","paperclip","segmented",15,4,"tie clip",2,3,2,1
"46nE85l6","paperclip","unsegmented",15,1,"tie for papers",1,1,1,1
"K4mPL0l6","paperclip","unsegmented",10,6,"tie tack",2,2,2,1
"zdyei4a2","paperclip","unsegmented",10,6,"tie tack",2,2,2,1
"46nE85l6","paperclip","unsegmented",15,2,"tight the papers",1,1,1,1
"ef69VTb3","paperclip","segmented",10,4,"To be used in a science experiment (for positive/negative charge)",5,3,3,2
"ef69VTb3","paperclip","segmented",10,3,"To be used to hold things on cubicle walls",2,2,2,2
"ef69VTb3","paperclip","segmented",10,2,"To be used to pick locks",3,3,1,1
"1hb56yYu","paperclip","segmented",10,2,"to bind two pieces of heavy fabric",2,3,2,1
"1hb56yYu","paperclip","segmented",10,4,"to carve a message",4,4,2,2
"RF5YP927","paperclip","unsegmented",15,2,"to clip plastic bag",2,3,1,2
"vr0PJxJh","paperclip","segmented",10,6,"To clip together two credit cards",2,2,1,2
"0OZ544o2","paperclip","unsegmented",5,2,"to close a bag of chips",2,3,1,2
"vr0PJxJh","paperclip","segmented",10,5,"to connect rubber bands",3,2,1,2
"j2pr9SC4","paperclip","segmented",15,4,"to demonstrate how a magnet works",4,3,3,2
"O3A01apk","paperclip","unsegmented",5,4,"to extend ones reach",2,4,2,1
"vr0PJxJh","paperclip","segmented",10,8,"to floss teeth",1,3,2,2
"vr0PJxJh","paperclip","segmented",10,2,"to hang a flowering plant from a ceiling",4,4,2,2
"vr0PJxJh","paperclip","segmented",10,7,"To hang pictures",4,4,1,2
